,key,translations,count
3338,vau,我是,1
3339,confus,使困惑,1
3340,dégénérer,退化,1
3341,couvercle,盖,1
3342,bancal,摇摇晃晃的,1
3343,réveillon,除夕,1
3344,sanctuaire,避难所,1
3345,déguster,品尝,1
3346,distraitement,心不在焉地,1
3347,cercle,圆圈,1
3348,comique,滑稽,1
3349,signaler,报告,1
3350,déraper,打滑,1
3351,abdomen,腹部,1
3352,absentéisme,缺勤,1
3353,transport,运输,1
3354,tonne,公吨,1
3355,supplémentaire,额外的,1
3356,bavard,淫荡的,1
3357,bribe,贿赂,1
3358,clou,指甲,1
3359,t-,t-,1
3360,vis-à-vis,相对,1
3361,efforcer,努力,1
3362,gai,盖,1
3363,bousculer,喧嚣,1
3364,janvier,一月,1
3365,priorité,优先事项,1
3366,morgue,太平间,1
3367,fonctionnaire,官方的,1
3368,tranquillité,宁静,1
3369,désaccord,分歧,1
3370,révolter,反叛,1
3371,haché,切碎的,1
3372,réjouir,麾,1
3373,démon,恶魔,1
3374,vertige,眩晕,1
3375,chichi,琪琪,1
3376,frayeur,惊吓,1
3377,nature,自然,1
3378,mêler,混合,1
3379,déblatérer,咆哮,1
3380,toupet,假发,1
3381,raccompagner,陪伴,1
3382,bouillir,熬,1
3383,préférable,优选,1
3384,régler,调整,1
3385,incomber,现任者,1
3386,détenteur,持有者,1
3387,à-dire,说,1
3388,récuser,挑战,1
3389,pensable,可以想象的,1
3390,inimaginable,难以想象的,1
3391,sûrement,当然,1
3392,pathétique,可怜的,1
3393,déprimé,郁闷,1
3394,proie,猎物,1
3395,plat,普拉特,1
3396,lubie,我喜欢,1
3397,typique,典型的,1
3398,ménager,家庭,1
3399,attentionné,细心,1
3400,inquiétant,令人不安的,1
3401,Javel,漂白,1
3402,visible,可见的,1
3403,cantonner,局限,1
3404,excessif,过多的,1
3405,stratégie,战略,1
3406,diamétralement,径直地,1
3407,coiffe,帽,1
3408,plaisanterie,玩笑,1
3409,Kyōto,京都,1
3410,friand,喜欢,1
3411,vert,垂直,1
3412,appréhension,顾虑,1
3413,empresser,趋,1
3414,fourrer,东西,1
3415,contradictoire,矛盾的,1
3416,mâcher,嚼,1
3417,consciencieusement,切实,1
3418,relaver,崇拜者,1
3419,égoïstement,自私地,1
3420,hanter,出没,1
3421,détresse,苦恼,1
3422,haïssable,可恶,1
3423,alléger,减轻,1
3424,nerf,削弱,1
3425,purement,纯粹,1
3426,battant,飞行,1
3427,officiel,官方的,1
3428,préférence,偏爱,1
3429,oubli,监督,1
3430,merveilleux,精彩的,1
3431,regrettable,遗憾的,1
3432,incompétent,无能的,1
3433,loterie,彩票,1
3434,papeterie,文具店,1
3435,serrure,锁,1
3436,sanglot,哭泣,1
3437,rayonnant,容光焕发的,1
3438,célébrer,庆祝,1
3439,enrhumer,感冒了,1
3440,boudeur,生闷气,1
3441,grossesse,怀孕,1
3442,mûrir,成熟,1
3443,restreindre,限制,1
3444,bien-être,福利,1
3445,maturité,到期,1
3446,interrogation,审讯,1
3447,rasséréner,安抚,1
3448,austère,严峻的,1
3449,parentèle,亲戚们,1
3450,gestion,管理,1
3451,maisonnée,家庭,1
3452,dévouer,奉献,1
3453,aisé,简单的,1
3454,déshonneur,羞辱,1
3455,bru,布鲁,1
3456,former,以前的,1
3457,atermoiement,拖延,1
3458,conflictuel,矛盾的,1
3459,frappe,击中,1
3460,substitution,代换,1
3461,exigeant,要求严格,1
3462,prestigieux,声望很高的,1
3463,fonder,丰德,1
3464,échelle,梯子,1
3465,déroutant,令人困惑的,1
3466,feuilleter,浏览,1
3467,similaire,相似的,1
3468,piano,钢琴,1
3469,moi-,我-,1
3470,naoki,直木,1
3471,dénommer,命名,1
3472,camper,露营者,1
3473,appartenance,会员资格,1
3474,institution,机构,1
3475,appellation,称谓,1
3476,dispenser,自动售货机,1
3477,invariablement,总是,1
3478,déclencheur,扳机,1
3479,ancrer,锚,1
3480,fiévreux,发烧的,1
3481,thermomètre,温度计,1
3482,paresser,懒散,1
3483,tergiverser,拖延,1
3484,jaser,聊天,1
3485,clinique,倩碧,1
3486,examen,考试,1
3487,rapide,快速地,1
3488,généraliste,通才,1
3489,entretien,面试,1
3490,psychologue,心理学家,1
3491,adéquat,足够的,1
3492,bouc,山羊,1
3493,émissaire,使者,1
3494,diagnostiquer,诊断,1
3495,détendre,松开,1
3496,prescrire,规定,1
3497,périodiquement,定期地,1
3498,syndrome,综合症,1
3499,paille,稻草,1
3500,éclabousser,溅,1
3501,majeur,主要的,1
3502,étendre,延长,1
3503,linge,洗衣店,1
3504,flapi,飞扬的,1
3505,désinfectant,消毒剂,1
3506,transpirer,汗,1
3507,incommodant,不方便,1
3508,photocopie,影印本,1
3509,retard,减速,1
3510,suivi,跟进,1
3511,formidable,强大,1
3512,volontiers,乐意,1
3513,condisciple,同学,1
3514,communiquer,交流,1
3515,inadéquat,不足,1
3516,encourageant,鼓励,1
3517,sauvage,野蛮人,1
3518,gobelet,杯子,1
3519,jetable,一次性的,1
3520,économique,经济的,1
3521,déchet,浪费,1
3522,âcre,英亩,1
3523,humide,湿,1
3524,cogner,碰撞,1
3525,balustrade,栏杆,1
3526,récurer,冲刷,1
3527,allonger,加长,1
3528,fil,菲尔,1
3529,brasser,酿造,1
3530,concret,具体的,1
3531,renseigner,通知,1
3532,excrément,粪便,1
3533,nourriture,食物,1
3534,revêtir,穿,1
3535,somnifère,安眠药,1
3536,prisonnier,囚犯,1
3537,secréter,分泌,1
3538,environner,环境者,1
3539,infect,感染,1
3540,pointe,足尖,1
3541,emmêler,绞,1
3542,croûte,脆皮,1
3543,tempe,坦佩,1
3544,coupe,轿跑车,1
3545,coiffeur,理发师,1
3546,prudemment,小心,1
3547,effroyable,令人震惊的,1
3548,figer,冻结,1
3549,sur-le-,在-,1
3550,fuite,泄露,1
3551,rendormir,接着睡,1
3552,rédiger,写,1
3553,opération,手术,1
3554,merveilleusement,奇妙地,1
3555,tabouret,凳子,1
3556,frottement,摩擦,1
3557,exfoliant,去角质,1
3558,peau,皮肤,1
3559,nier,尼尔,1
3560,bonze,和尚,1
3561,souillure,杂染,1
3562,dénué,没有的,1
3563,brouiller,模糊,1
3564,réserver,预订,1
3565,anormal,不正常,1
3566,promener,去散散步,1
3567,pansement,绷带,1
3568,rembourser,偿还,1
3569,marchandise,商品,1
3570,détaché,超然的,1
3571,badin,更多的,1
3572,lustre,光泽,1
3573,Thon,通,1
3574,mayonnaise,蛋黄酱,1
3575,marron,马龙,1
3576,sinon,否则,1
3577,apparent,明显的,1
3578,chair,椅子,1
3579,cancer,癌症,1
3580,inexpressif,不表达,1
3581,évier,下沉,1
3582,VIH,艾滋病病毒,1
3583,absurde,荒诞,1
3584,transfusion,输血,1
3585,enfer,地狱,1
3586,ignoble,不光彩的,1
3587,code,代码,1
3588,initiale,最初的,1
3589,majuscule,大写,1
3590,CRÈVE,死,1
3591,risée,笑柄,1
3592,culture,文化,1
3593,innocent,清白的,1
3594,délibéré,商榷,1
3595,Alleeez,好啦,1
3596,Yoshihiko,义彦,1
3597,retourne,返回,1
3598,délivrance,解脱,1
3599,éventualité,意外事件,1
3600,pondérer,重量,1
3601,branle,打飞机,1
3602,combat,战斗,1
3603,dramatiser,戏剧化,1
3604,veiller,手表,1
3605,implosion,内爆,1
3606,faiblesse,弱点,1
3607,territoire,领土,1
3608,nant,南特,1
3609,couche,层,1
3610,actuellement,现在,1
3611,mutisme,愚蠢,1
3612,légitime,合法的,1
3613,plaider,恳求,1
3614,relaxe,放松,1
3615,IV,四号,1
3616,droite,正确的,1
3617,gauche,粗俗的,1
3618,étroit,狭窄的,1
3619,projeter,项目,1
3620,p,p,1
3621,REMIER,雷米尔,1
3622,chancelant,步履蹒跚,1
3623,tee,球座,1
3624,shirt,衬衫,1
3625,short,短的,1
3626,sprint,短跑,1
3627,arrondir,圆形的,1
3628,fan,扇子,1
3629,marre,得到,1
3630,trahir,背叛,1
3631,encadrer,框架,1
3632,hiragana,平假名,1
3633,corbeille,篮子,1
3634,brouillon,草稿,1
3635,inquiétude,担心,1
3636,contre-courant,与当前相反,1
3637,accent,口音,1
3638,originalité,独创性,1
3639,privilège,特权,1
3640,classer,分类,1
3641,sonnette,门铃,1
3642,Bye,再见,1
3643,bye,再见,1
3644,renifler,闻,1
3645,ripper,开膛手,1
3646,réquisitionner,征用,1
3647,apparence,外貌,1
3648,cassette,盒式磁带,1
3649,planquer,隐藏,1
3650,éventuellement,可能,1
3651,Bah,呸,1
3652,bosser,工作,1
3653,intégral,不可缺少的,1
3654,cote,科特,1
3655,bof,博夫,1
3656,engueuler,喊,1
3657,plain,清楚的,1
3658,géant,巨大的,1
3659,apparemment,显然,1
3660,contenu,内容,1
3661,blond,金发,1
3662,grotesque,怪诞的,1
3663,américain,美国人,1
3664,louer,出租,1
3665,vidéo-club,视频俱乐部,1
3666,nana,娜娜,1
3667,armée,军队,1
3668,arroser,水,1
3669,flageoler,鞭毛,1
3670,exterminer,殄,1
3671,envahir,入侵,1
3672,grignoter,蚕食,1
3673,brusquement,突然,1
3674,booster,助推器,1
3675,plaiser,请,1
3676,hic,嗝,1
3677,version,版本,1
3678,soupirer,叹,1
3679,foot,脚,1
3680,rempart,壁垒,1
3681,mec,梅克,1
3682,tuyau,管道,1
3683,marrant,有趣的,1
3684,vente,销售,1
3685,événementiel,事件,1
3686,coude,弯头,1
3687,ouf,唷,1
3688,recoiffer,回收器,1
3689,butin,赃物,1
3690,interrupteur,转变,1
3691,papotage,帕波塔吉,1
3692,piocher,画,1
3693,habitant,居民,1
3694,une,A,1
3695,stratège,战略家,1
3696,guet,手表,1
3697,planque,藏身处,1
3698,trinquer,吐司,1
3699,Coca,古柯,1
3700,désert,沙漠,1
3701,grimper,爬,1
3702,aboyer,大叫,1
3703,ok,好的,1
3704,roulette,轮盘赌,1
3705,pouce,拇指,1
3706,pâtissier,糕点厨师,1
3707,Chut,楚特,1
3708,dévorer,吞食,1
3709,remuer,搅拌,1
3710,épousseter,灰尘,1
3711,menton,下巴,1
3712,exagéré,夸张的,1
3713,hauteur,高度,1
3714,réplique,复制品,1
3715,Dadaaan,达达安,1
3716,sursaut,惊吓,1
3717,ralenti,慢动作,1
3718,accroche,钩,1
3719,paralyser,瘫痪,1
3720,gaffe,失态,1
3721,équilibre,平衡,1
3722,Pffou,普福,1
3723,radieux,容光焕发的,1
3724,emballer,裹,1
3725,argenté,银,1
3726,transition,过渡,1
3727,vaguement,依稀,1
3728,sacrer,奉献,1
3729,exciter,激励器,1
3730,foire,公平的,1
3731,potin,锅,1
3732,réussite,成功,1
3733,déçu,失望的,1
3734,désespéré,绝望的,1
3735,égalitaire,平等主义,1
3736,médiocre,贫穷的,1
3737,accroc,拴住,1
3738,mini-test,小测试,1
3739,U,U,1
3740,soupir,叹,1
3741,impromptu,即兴,1
3742,soutenir,维持,1
3743,tasse,税收,1
3744,trahison,叛国罪,1
3745,cohérent,持续的,1
3746,fâché,生气的,1
3747,livide,铁青,1
3748,pfff,唷,1
3749,pédale,踏板,1
3750,désespérément,拼命地,1
3751,délirant,妄想的,1
3752,pomme,苹果,1
3753,pendre,彭德雷,1
3754,frotte,摩擦,1
3755,malin,马林,1
3756,discrètement,谨慎地,1
3757,attiser,煽动,1
3758,formule,公式,1
3759,magique,魔法,1
3760,boueux,浑,1
3761,clapoter,溅,1
3762,avion,飞机,1
3763,perte,损失,1
3764,rêvasser,白日梦,1
3765,agression,突击,1
3766,univers,宇宙,1
3767,fuguer,fuguer,1
3768,disposer,处置,1
3769,émouvoir,移动,1
3770,affreusement,可怕地,1
3771,angoissant,令人苦恼的,1
3772,dense,稠密,1
3773,dure,杜雷,1
3774,éternellement,永远地,1
3775,chasser,打猎,1
3776,bouffée,噗,1
3777,pot,锅,1
3778,craquer,裂缝,1
3779,ramper,坡道,1
3780,effrayer,吓,1
3781,extirper,深挖,1
3782,fatigant,累,1
3783,dialogue,对话,1
3784,terrifiant,爬行,1
3785,gourou,大师,1
3786,lèche,舔,1
3787,espionner,窥探,1
3788,guillerette,吉列莱特,1
3789,visiter,拜访,1
3790,micro-espion,微型间谍,1
3791,négliger,忽视,1
3792,organe,身体,1
3793,nviron,英维龙,1
3794,profondeur,深度,1
3795,déliter,瓦解,1
3796,vase,花瓶,1
3797,mouriiiiiiiiiiiiir,死的,1
3798,Noooooooooooooooooooooooooooooooooooooooon,不啊啊啊啊啊啊啊啊啊啊啊,1
3799,chaos,混乱,1
3800,moteur,引擎,1
3801,touffe,簇绒,1
3802,savonner,肥皂,1
3803,chiure,奇乌雷,1
3804,gomme,和,1
3805,crayon,蜡笔,1
3806,écouler,流出来,1
3807,multiplier,乘数,1
3808,capuchon,帽,1
3809,décolorer,变色,1
3810,précaire,不稳定的,1
3811,paume,棕榈,1
3812,entailler,缺口,1
3813,coule,流量,1
3814,plaie,伤口,1
3815,picotement,刺痛,1
3816,stérile,无菌的,1
3817,patron,赞助人,1
3818,aveugler,瞎的,1
3819,plisser,褶皱,1
3820,épuiser,排气,1
3821,vieillir,变老,1
3822,coiffer,梳子,1
3823,maquillage,化妆品,1
3824,perler,珍珠,1
3825,repousse,又长回来,1
3826,libération,发布,1
3827,moquer,嘲笑,1
3828,obscur,朦胧,1
3829,grincer,吱吱作响,1
3830,fracasser,粉碎,1
3831,défaite,打败,1
3832,emparer,抢占,1
3833,grand-papa,爷爷,1
3834,grand-maman,奶奶,1
3835,éduquer,教育,1
3836,v,v,1
3837,croyant,信徒,1
3838,estament,财产,1
3839,éphémère,短暂的,1
3840,puant,臭,1
3841,exergue,锻炼格,1
3842,flacon,瓶子,1
3843,shampooing,洗头,1
3844,translucide,半透明,1
3845,mousse,摩丝,1
3846,diluer,稀,1
3847,31,31,1
3848,vibreur,振动器,1
3849,contrat,合同,1
3850,boum,繁荣,1
3851,estrade,平台,1
3852,stupidité,愚蠢,1
3853,rappliquer,重新申请,1
3854,loup,卢普,1
3855,noirceur,黑暗,1
3856,abyssal,深渊,1
3857,éculé,陈腐的,1
3858,ronger,荣儿,1
3859,créature,生物,1
3860,grouiller,一群,1
3861,pis,皮斯,1
3862,élu,当选,1
3863,fouler,践踏,1
3864,croître,生长,1
3865,demi-heure,半小时,1
3866,instinctivement,本能地,1
3867,million,百万,1
3868,contradiction,矛盾,1
3869,exceptionnellement,异常地,1
3870,considération,考虑,1
3871,perception,洞察力,1
3872,potentiel,潜在的,1
3873,Ohm,欧姆,1
3874,Kirchhoff,基尔霍夫,1
3875,Thévenin,戴维南,1
3876,Norton,诺顿,1
3877,cellule,细胞,1
3878,cancéreux,癌变的,1
3879,indicateur,指标,1
3880,quasi-totalité,几乎全部,1
3881,critère,标准,1
3882,appréciation,欣赏,1
3883,entourage,随行人员,1
3884,électricien,电工,1
3885,déchoir,消失,1
3886,étape,阶段,1
3887,chercheur,搜索者,1
3888,autocar,汽车,1
3889,chauffeur,司机,1
3890,percuter,撞上,1
3891,falaise,悬崖,1
3892,blessé,伤害,1
3893,frontal,额叶,1
3894,extraire,提炼,1
3895,carcasse,尸体,1
3896,ambulance,救护车,1
3897,passager,乘客,1
3898,emménager,搬进来,1
3899,cultiver,培育,1
3900,rééducation,再教育,1
3901,recoin,角落,1
3902,décrépitude,衰老,1
3903,désosser,骨,1
3904,récepteur,接收者,1
3905,écolier,男生,1
3906,récrire,改写,1
3907,savant,学者,1
3908,États-Unis,美国,1
3909,directeur,导演,1
3910,renoncement,放弃,1
3911,sacrifice,牺牲,1
3912,opportunité,机会,1
3913,étreindre,拥抱,1
3914,légume,蔬菜,1
3915,futile,无用的,1
3916,irrésistiblement,不可抗拒地,1
3917,abaisser,降低,1
3918,satisfait,使满意,1
3919,tuméfier,胀,1
3920,déchaîner,发挥,1
3921,source,来源,1
3922,terrasse,阳台,1
3923,moche,莫切,1
3924,précédent,以前的,1
3925,divorcer,离婚,1
3926,10,10,1
3927,formalité,形式,1
3928,improviste,凑合,1
3929,farcir,闹剧,1
3930,gratin,焗,1
3931,ome,奥梅,1
3932,rice,米,1
3933,habile,熟练,1
3934,cuisinière,火炉,1
3935,délicieux,可口的,1
3936,desserrer,放松,1
3937,console,安慰,1
3938,logiciel,软件,1
3939,Tourgueniev,图尔格涅夫,1
3940,Camus,加缪,1
3941,Cène,最后的晚餐,1
3942,livraison,送货,1
3943,manier,方式,1
3944,tournevis,螺丝刀,1
3945,pétrir,揉,1
3946,succulent,肉质的,1
3947,gifler,拍击,1
3948,furieusement,愤怒地,1
3949,rompre,分手,1
3950,11,11,1
3951,épouse,结婚,1
3952,vilain,淘气,1
3953,aa,啊,1
3954,aaa,啊啊,1
3955,admirable,令人钦佩的,1
3956,respectueusement,尊敬,1
3957,manœuvre,演习,1
3958,fonds,收藏品,1
3959,gamme,范围,1
3960,trente,三十,1
3961,avouerai-,会坦白,1
3962,karaoké,卡拉OK,1
3963,bowling,保龄球,1
3964,abêtir,更多的,1
3965,Six,六,1
3966,patrimoine,遗产,1
3967,génétique,遗传的,1
3968,rejeton,后代,1
3969,intégration,一体化,1
3970,accouchement,分娩,1
3971,camionnette,货车,1
3972,transférer,转移,1
3973,flambant,全新,1
3974,trôner,加冕的,1
3975,tintement,叮叮当当,1
3976,cambrousse,康布鲁斯,1
3977,révision,修订,1
3978,parti,派对,1
3979,octroyer,授予,1
3980,délectation,喜悦,1
3981,exploration,勘探,1
3982,receler,隐藏,1
3983,outillage,工具,1
3984,joncher,垃圾,1
3985,entreprendre,承担,1
3986,réparer,使固定,1
3987,réparation,维修,1
3988,trotteuse,二手,1
3989,inaugurer,就职,1
3990,réceptif,接受的,1
3991,cadran,拨号,1
3992,grandiose,宏伟的,1
3993,lassant,无聊的,1
3994,extase,狂喜,1
3995,né,两者都不,1
3996,méconnaître,误解,1
3997,réagirait-,会反应,1
3998,auxquels,到哪个,1
3999,taré,皮重,1
4000,rincer,冲洗,1
4001,visiteur,游客,1
4002,clôturer,包围,1
4003,maigre,瘦骨嶙峋的,1
4004,excité,兴奋的,1
4005,hystérie,歇斯底里,1
4006,comptant,现金,1
4007,affichette,海报,1
4008,juré,宣誓的,1
4009,présentateur,主持人,1
4010,Yoshikazu,良和,1
4011,aux,到,1
4012,elle-,艾丽-,1
4013,ardeur,热情,1
4014,adjoindre,添加,1
4015,montage,剪辑,1
4016,présentation,推介会,1
4017,minutieusement,小心,1
4018,aspect,方面,1
4019,potache,男生,1
4020,anti-crim,反犯罪,1
4021,schéma,计划,1
4022,impact,影响,1
4023,muséum,博物馆,1
4024,Nagoya,名古屋,1
4025,gratifier,满足,1
4026,passionnant,令人兴奋的,1
4027,brochure,小册子,1
4028,envoyé,发送,1
4029,décrocher,捡起,1
4030,fixe,固定,1
4031,délaisser,放弃,1
4032,vitrine,展示,1
4033,loisir,闲暇,1
4034,cafète,咖啡店,1
4035,millier,千,1
4036,remous,漩涡,1
4037,moulinet,卷轴,1
4038,pler,更多的,1
4039,déclaration,陈述,1
4040,caméra,相机,1
4041,poignard,匕首,1
4042,peuh,佩赫,1
4043,efficacité,效率,1
4044,intervention,干涉,1
4045,couronner,王冠,1
4046,vertueux,有德行的,1
4047,décerner,奖,1
4048,sellette,马具,1
4049,technologique,技术性的,1
4050,probable,可能,1
4051,défausser,丢弃,1
4052,conjugal,夫妻的,1
4053,combinaison,组合,1
4054,Momotarō,桃太郎,1
4055,Grue,可怕,1
4056,reconnaissant,感激的,1
4057,envisageable,可能的,1
4058,cibler,目标,1
4059,berge,伯格,1
4060,régulier,常规的,1
4061,planification,规划,1
4062,mémoriser,记忆,1
4063,alléchant,诱人的,1
4064,juteux,多汁的,1
4065,bidon,能,1
4066,longueur,长度,1
4067,bouffon,小丑,1
4068,optimal,最佳的,1
4069,gars,伙计们,1
4070,préparatif,准备,1
4071,conscient,意识到的,1
4072,parle,帕尔莱,1
4073,répèter,重复,1
4074,pervers,变态,1
4075,amical,友好的,1
4076,flatterie,奉承,1
4077,mousser,泡沫,1
4078,contrairement,与之相反,1
4079,vocabulaire,词汇,1
4080,bride,新娘,1
4081,cuisiner,厨师,1
4082,beurk,恶心,1
4083,mangeable,食用,1
4084,irriter,刺激,1
4085,affranchir,自由的,1
4086,mentionner,提到,1
4087,délecter,喜,1
4088,humilier,羞辱,1
4089,par-,标准杆,1
4090,convoiter,贪图,1
4091,sécuriser,以确保,1
4092,baliverne,巴厘岛人,1
4093,délirer,狂欢,1
4094,corbeau,乌鸦,1
4095,broutille,废话,1
4096,débiter,借方,1
4097,platitude,陈词滥调,1
4098,bavasser,巴瓦瑟,1
4099,méchamment,严重地,1
4100,avancer,前进,1
4101,élastique,松紧带,1
4102,fantaisie,幻想,1
4103,souple,灵活的,1
4104,chienchien,建建,1
4105,animer,动画化,1
4106,diriger,直接的,1
4107,hémorragie,出血,1
4108,nasal,鼻的,1
4109,désastre,灾难,1
4110,intonation,语调,1
4111,animateur,动画师,1
4112,zone,区,1
4113,animation,动画片,1
4114,naturellement,自然,1
4115,surjouer,过度发挥,1
4116,séducteur,诱惑者,1
4117,vautrer,泥坑,1
4118,débotté,未启动的,1
4119,timing,定时,1
4120,engageant,吸引人的,1
4121,métamorphoser,变态,1
4122,value,价值,1
4123,globalité,全球化,1
4124,crépitement,噼啪作响,1
4125,spasme,痉挛,1
4126,tapis,地毯,1
4127,chauffant,加热,1
4128,trouvaille,寻找,1
4129,empoté,笨手笨脚的,1
4130,crochet,钩针编织,1
4131,35,35,1
4132,municipal,市级,1
4133,s.,s。,1
4134,chute,滑道,1
4135,commissariat,粮食,1
4136,audition,试镜,1
4137,dépêche,派遣,1
4138,Waouh,哇,1
4139,affirmatif,肯定,1
4140,camoufler,伪装,1
4141,apeurer,吓唬,1
4142,perspective,看法,1
4143,prestance,风度翩翩的,1
4144,délibérément,故意地,1
4145,souris,老鼠,1
4146,éclair,闪光,1
4147,révolte,反叛,1
4148,épisode,插曲,1
4149,clos,克洛斯,1
4150,"
			
	
",,1
4151,entrevoir,一瞥,1
4152,provocant,挑衅,1
4153,inespéré,意外,1
4154,roue,车轮,1
4155,nonobstant,虽然,1
4156,inintéressant,无趣的,1
4157,mouvementer,动作,1
4158,converger,收敛,1
4159,pique,激怒,1
4160,acéré,锋利的,1
4161,déconcertant,令人不安的,1
4162,tenant,租户,1
4163,aboutissant,达到顶峰,1
4164,sur-le-champ,在场上,1
4165,danser,跳舞,1
4166,bravo,布拉沃,1
4167,mortel,致命,1
4168,théâtre,剧院,1
4169,imagination,想像力,1
4170,delà,的,1
4171,espérance,希望,1
4172,oser,敢于,1
4173,patienter,患者,1
4174,impatient,不耐烦,1
4175,déciderait-,会决定,1
4176,incubation,孵化,1
4177,soigner,治愈,1
4178,périmer,到期,1
4179,visualiser,可视化,1
4180,futur,未来,1
4181,agissement,行动,1
4182,indifférer,冷漠,1
4183,déménagement,移动,1
4184,assaillant,袭击者,1
4185,masque,面具,1
4186,caoutchouc,橡皮,1
4187,prosterner,俯伏,1
4188,daigner,设计,1
4189,innocence,纯真,1
4190,transpercer,刺穿,1
4191,ligoter,捆绑,1
4192,fébrile,发烧的,1
4193,invraisemblable,难以置信,1
4194,persuasion,劝说,1
4195,sidatique,艾滋病,1
4196,explosif,爆炸物,1
4197,subtiliser,偷,1
4198,analyser,分析仪,1
4199,conditionnement,调理,1
4200,bateau,船,1
4201,voulait-,想要-,1
4202,refiler,重新归档,1
4203,contamination,污染,1
4204,factice,假的,1
4205,retournement,逆转,1
4206,indiqué,著名的,1
4207,oiseux,鸟,1
4208,émettre,问题,1
4209,initiative,倡议,1
4210,artillerie,炮兵,1
4211,boulet,球,1
4212,subtilité,微妙,1
4213,tandis,尽管,1
4214,clavier,键盘,1
4215,brusquer,匆忙,1
4216,manuscrit,手稿,1
4217,détenir,拥有,1
4218,copier,复印机,1
4219,elle-même,她自己,1
4220,large,大的,1
4221,liste,列表,1
4222,etc,ETC,1
4223,publication,出版物,1
4224,sympa,好的,1
4225,renversant,令人惊叹的,1
4226,euh,呃,1
4227,répliquer,复制,1
4228,vexant,骚扰,1
4229,grommeler,格罗梅勒,1
4230,blasphème,亵渎,1
4231,"		
	
	
",,1
4232,briser,打破,1
4233,shinkansen,新干线,1
4234,métro,地铁,1
4235,oppression,压迫,1
4236,campus,校园,1
4237,scénario,设想,1
4238,rencontre,遇到,1
4239,surprenant,奇怪,1
4240,dépourvu,不足,1
4241,improviser,即兴创作者,1
4242,génération,一代,1
4243,sofa,沙发,1
4244,poudre,粉,1
4245,contenance,容量,1
4246,paysage,景观,1
4247,européen,欧洲的,1
4248,château,城堡,1
4249,Allemagne,德国,1
4250,académique,学术的,1
4251,Ha,哈,1
4252,automne,秋天,1
4253,50,50,1
4254,décembre,十二月,1
4255,déplacement,转移,1
4256,Fukuoka,福冈,1
4257,souffle,舒芙蕾,1
4258,poursuite,追求,1
4259,graver,刻刀,1
4260,pensum,教学大纲,1
4261,préenregistrer,预录,1
4262,Trois,三,1
4263,Cinq,五,1
4264,vibrer,颤动,1
4265,amateur,业余,1
4266,mélodie,旋律,1
4267,vi,六,1
4268,prédicateur,牧师,1
4269,température,温度,1
4270,inhiber,抑制,1
4271,préalablement,之前,1
4272,congeler,冻结,1
4273,glacière,冷却器,1
4274,camping,野营,1
4275,secousse,混蛋,1
4276,liberté,自由,1
4277,héritier,继承人,1
4278,consoler,安慰,1
4279,solitude,孤独,1
4280,surestimer,高估,1
4281,livrer,递送,1
4282,entreposer,店铺,1
4283,éclipser,蚀,1
4284,injecter,注入,1
4285,maniaque,疯狂的,1
4286,soudure,焊接,1
4287,pack,盒,1
4288,ingestion,摄入,1
4289,buccal,颊侧,1
4290,diminuer,减少,1
4291,acharner,生气,1
4292,terminal,终端,1
4293,manigancer,魔法师,1
4294,modifier,修饰语,1
4295,répétition,重复,1
4296,indigent,贫穷的,1
4297,indigence,贫困,1
4298,sentier,小路,1
4299,vouer,发誓,1
4300,adoration,崇拜,1
4301,Sakurano,樱野,1
4302,miya,米亚,1
4303,tousser,咳,1
4304,décéder,死,1
4305,estimer,估计,1
4306,scolarité,学校教育,1
4307,pesant,称重,1
4308,plaquette,小册子,1
4309,mortuaire,太平间,1
4310,nomination,提名,1
4311,décourager,劝阻,1
4312,quiconque,任何人,1
4313,régulièrement,经常,1
4314,inénarrable,无法形容,1
4315,relais,中继,1
4316,prédécesseur,前任,1
4317,indice,指数,1
4318,splendide,灿烂,1
4319,conséquence,结果,1
4320,mille,米勒,1
4321,poignarder,刺,1
4322,techniquement,技术上,1
4323,renverser,溢,1
4324,trébucher,绊倒,1
4325,vantardise,吹牛,1
4326,intelligence,智力,1
4327,utilité,公用事业,1
4328,instiller,灌输,1
4329,néant,零,1
4330,égoïste,以自我为中心,1
4331,lâche,懦夫,1
4332,tarder,延迟,1
4333,collectif,集体,1
4334,sirène,美人鱼,1
4335,fabrication,制造,1
4336,réamorcer,重启,1
4337,béton,具体的,1
4338,armer,武器,1
4339,construire,建造,1
